Handle	Title	Body (HTML)	Vendor	Product Category	Type	Tags	Published	Option1 Name	Option1 Value	Option1 Linked To	Option2 Name	Option2 Value	Option2 Linked To	Option3 Name	Option3 Value	Option3 Linked To	Variant SKU	Variant Grams	Variant Inventory Tracker	Variant Inventory Qty	Variant Inventory Policy	Variant Fulfillment Service	Variant Price	Variant Compare At Price	Variant Requires Shipping	Variant Taxable	Variant Barcode	Image Src	Image Position	Image Alt Text	Gift Card	SEO Title	SEO Description	Google Shopping / Google Product Category	Google Shopping / Gender	Google Shopping / Age Group	Google Shopping / MPN	Google Shopping / Condition	Google Shopping / Custom Product	Google Shopping / Custom Label 0	Google Shopping / Custom Label 1	Google Shopping / Custom Label 2	Google Shopping / Custom Label 3	Google Shopping / Custom Label 4	Age (product.metafields.custom.age)	Dressing (product.metafields.custom.dressing)	Genre (product.metafields.custom.genre)	Marque (product.metafields.custom.marque)	Saison (product.metafields.custom.saison)	Sous Titre (product.metafields.custom.sous_titre)	[Details] Coloris (product.metafields.custom._details_coloris)	[Details] Matières (product.metafields.custom._details_mati_res)	[Details] Taille (product.metafields.custom._details_taille)	[Details] État (product.metafields.custom._details_tat)	[Details] Unique (product.metafields.custom._details_unique)	Google: Custom Product (product.metafields.mm-google-shopping.custom_product)	Nombre d'évaluations de produit (product.metafields.reviews.rating_count)	Produits complémentaires (product.metafields.shopify--discovery--product_recommendation.complementary_products)	Produits associés (product.metafields.shopify--discovery--product_recommendation.related_products)	Paramètres de produits associés (product.metafields.shopify--discovery--product_recommendation.related_products_display)	Boosts de recherche de produits (product.metafields.shopify--discovery--product_search_boost.queries)	Variant Image	Variant Weight Unit	Variant Tax Code	Cost per item	Included / France	Price / France	Compare At Price / France	Included / European Union	Price / European Union	Compare At Price / European Union	Included / International	Price / International	Compare At Price / International	Status
short-parasols-et-lunettes-107905	Short Parasols et lunettes	Taille ajustable, fermeture éclair et pression, 5 poches, revers aux cuisses.	Sergent Major			Short / Bermuda, 7 ans, Fille, Short / Bermuda 7 ans	TRUE										2354-107905-S1510	0	shopify	1	deny	manual	6,5	6,5	TRUE	FALSE		IMG_00003275.jpg ; IMG_00003276.jpg	1	Short / Bermuda, 7 ans, Fille, Short / Bermuda 7 ans	FALSE	Short Parasols et lunettes de seconde main pour enfants	Taille ajustable, fermeture éclair et pression, 5 poches, revers aux cuisses.												7 ans	Short / Bermuda	Fille	Sergent Major	Eté	Short "Parasols et lunettes" Sergent Major Fille 7 ans	Rouge et blanc	Non connue	7 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		1,19	TRUE			TRUE			TRUE			draft
debardeur-107906	Débardeur	Logo à la poitrine et dans le dos.	Puma			Tee-shirt / Polo, 6 ans, Fille, Tee-shirt / Polo 6 ans	TRUE										2354-107906-S1510	0	shopify	1	deny	manual	7	7	TRUE	FALSE		IMG_00003272.jpg ; IMG_00003273.jpg	1	Tee-shirt / Polo, 6 ans, Fille, Tee-shirt / Polo 6 ans	FALSE	Débardeur à petit prix pour enfants	Logo à la poitrine et dans le dos.												6 ans	Tee-shirt / Polo	Fille	Puma	Eté	Débardeur Puma Fille 6 ans	Noir et blanc	Non connue	6 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		0,99	TRUE			TRUE			TRUE			draft
tee-shirt-manches-courtes-girls-107907	Tee-shirt manches courtes Girls	Sérigraphie pailletée.	Tape à l'Œil			Tee-shirt / Polo, 8 ans, Fille, Tee-shirt / Polo 8 ans	TRUE										2354-107907-S1510	0	shopify	1	deny	manual	4,5	4,5	TRUE	FALSE		IMG_00003268.jpg ; IMG_00003271.jpg	1	Tee-shirt / Polo, 8 ans, Fille, Tee-shirt / Polo 8 ans	FALSE	Tee-shirt manches courtes Girls économique pour enfants	Sérigraphie pailletée.												8 ans	Tee-shirt / Polo	Fille	Tape à l'Œil	Eté	Tee-shirt manches courtes "Girls" Tape à l'Œil Fille 8 ans	Vert et noir	Non connue	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		0,31	TRUE			TRUE			TRUE			draft
combinaison-fleurie-107908	Combinaison fleurie	Larges bretelles, haut volanté, élastique dans le dos.	Zara			Pantalon / Salopette, 8 ans, Fille, Pantalon / Salopette 8 ans	TRUE										2354-107908-S1510	0	shopify	1	deny	manual	7	7	TRUE	FALSE		IMG_00003264.jpg ; IMG_00003265.jpg	1	Pantalon / Salopette, 8 ans, Fille, Pantalon / Salopette 8 ans	FALSE	Combinaison fleurie à petit prix pour enfants	Larges bretelles, haut volanté, élastique dans le dos.												8 ans	Pantalon / Salopette	Fille	Zara	Eté	Combinaison fleurie Zara Fille 8 ans	Rose et vert	94% coton, 5% polyester, 1% élasthanne	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		0,94	TRUE			TRUE			TRUE			draft
robe-fruits-107909	Robe Fruits	Boutonnée devant, bi-matière, élastique à la taille, 2 poches.	Catimini			Robe / Jupe, 8 ans, Fille, Robe / Jupe 8 ans	TRUE										2354-107909-S1510	0	shopify	1	deny	manual	16	16	TRUE	FALSE		IMG_00003261.jpg ; IMG_00003262.jpg	1	Robe / Jupe, 8 ans, Fille, Robe / Jupe 8 ans	FALSE	Robe Fruits économique pour enfants	Boutonnée devant, bi-matière, élastique à la taille, 2 poches.												8 ans	Robe / Jupe	Fille	Catimini	Eté	Robe "Fruits" Catimini Fille 8 ans	Gris, noir, jaune et rose	Haut 100% viscose, bas 100% coton	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		4,2	TRUE			TRUE			TRUE			draft
robe-sans-manches-107910	Robe sans manches	Sans manches, emmanchures volantées, boutonnée dans le dos.	Jean Bourget			Robe / Jupe, 8 ans, Fille, Robe / Jupe 8 ans	TRUE										2354-107910-S1510	0	shopify	1	deny	manual	16	16	TRUE	FALSE		IMG_00003256.jpg ; IMG_00003259.jpg	1	Robe / Jupe, 8 ans, Fille, Robe / Jupe 8 ans	FALSE	Robe sans manches de seconde main pour enfants	Sans manches, emmanchures volantées, boutonnée dans le dos.												8 ans	Robe / Jupe	Fille	Jean Bourget	Eté	Robe sans manches Jean Bourget Fille 8 ans	Rouge	50% coton, 50% modal	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		4,2	TRUE			TRUE			TRUE			draft
robe-a-col-107911	Robe à col	Col claudine boutonné dans le cou, manches courtes, coton épais.	Zara			Robe / Jupe, 8 ans, Fille, Robe / Jupe 8 ans	TRUE										2356-107911-S1510	0	shopify	1	deny	manual	7,5	7,5	TRUE	FALSE		IMG_00003249.jpg ; IMG_00003251.jpg	1	Robe / Jupe, 8 ans, Fille, Robe / Jupe 8 ans	FALSE	Robe à col de seconde main pour enfants	Col claudine boutonné dans le cou, manches courtes, coton épais.												8 ans	Robe / Jupe	Fille	Zara	Hiver	Robe à col Zara Fille 8 ans	Bleu marine et blanc	55% polyester, 43% coton, 2% élasthanne	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		1,7	TRUE			TRUE			TRUE			draft
robe-oiseaux-107912	Robe Oiseaux	Doublée, manches longues, fermeture éclair invisible dans le dos, pois pailletés, sérigraphie, légèrement ternie.	Catimini			Robe / Jupe, 8 ans, Fille, Robe / Jupe 8 ans	TRUE										2356-107912-S1510	0	shopify	1	deny	manual	15	15	TRUE	FALSE		IMG_00003246.jpg ; IMG_00003248.jpg	1	Robe / Jupe, 8 ans, Fille, Robe / Jupe 8 ans	FALSE	Robe Oiseaux durable pour enfants	Doublée, manches longues, fermeture éclair invisible dans le dos, pois pailletés, sérigraphie, légèrement ternie.												8 ans	Robe / Jupe	Fille	Catimini	Hiver	Robe "Oiseaux" Catimini Fille 8 ans	Bleu marine et jaune	100% coton	8 ans	Bon Etat	Chaque vêtement de seconde main est sélectionné avec soin								kg		3,5	TRUE			TRUE			TRUE			draft
robe-herons-107913	Robe Hérons	Doublée, manches courtes, col claudine légèrement brillant, fermeture éclair invisible dans le dos, 2 poches.	Catimini			Robe / Jupe, 8 ans, Fille, Robe / Jupe 8 ans	TRUE										2356-107913-S1510	0	shopify	1	deny	manual	16	16	TRUE	FALSE		IMG_00003242.jpg ; IMG_00003245.jpg	1	Robe / Jupe, 8 ans, Fille, Robe / Jupe 8 ans	FALSE	Robe Hérons ecoresponsable pour enfants	Doublée, manches courtes, col claudine légèrement brillant, fermeture éclair invisible dans le dos, 2 poches.												8 ans	Robe / Jupe	Fille	Catimini	Hiver	Robe "Hérons" Catimini Fille 8 ans	Noir, gris, blanc et rose	100% viscose, doublure 100% coton	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		4,2	TRUE			TRUE			TRUE			draft
jegging-107914	Jegging	Taille haute ajustable et boutonnée, 2 poches.	Levi's			Pantalon / Salopette, 8 ans, Fille, Pantalon / Salopette 8 ans	TRUE										2356-107914-S1510	0	shopify	1	deny	manual	9,5	9,5	TRUE	FALSE		IMG_00003238.jpg ; IMG_00003240.jpg	1	Pantalon / Salopette, 8 ans, Fille, Pantalon / Salopette 8 ans	FALSE	Jegging responsable pour efants	Taille haute ajustable et boutonnée, 2 poches.												8 ans	Pantalon / Salopette	Fille	Levi's	Hiver	Jegging Levi's Fille 8 ans	Noir	76,3% coton, 21% polyester, 2,7% élasthanne	8 ans	Bon Etat	Chaque vêtement de seconde main est sélectionné avec soin								kg		1,8	TRUE			TRUE			TRUE			draft
sweat-a-capuche-brode-107915	Sweat à capuche brodé	Court, capuche doublée, logo brodé, poche kangourou, poignets et taille resserrés.	Teddy Smith			Pull / Gilet / Sweat, 8 ans, Fille, Pull / Gilet / Sweat 8 ans	TRUE										2356-107915-S1510	0	shopify	1	deny	manual	12	12	TRUE	FALSE		IMG_00003235.jpg ; IMG_00003237.jpg	1	Pull / Gilet / Sweat, 8 ans, Fille, Pull / Gilet / Sweat 8 ans	FALSE	Sweat à capuche brodé d’occasion pour enfants	Court, capuche doublée, logo brodé, poche kangourou, poignets et taille resserrés.												8 ans	Pull / Gilet / Sweat	Fille	Teddy Smith	Hiver	Sweat à capuche brodé Teddy Smith Fille 8 ans	Bleu marine	100% coton	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		3,5	TRUE			TRUE			TRUE			draft
jupe-plisse-107916	Jupe plissé	Doublée, taille élastique, plissée, cuivrée.	Zara			Robe / Jupe, 8 ans, Fille, Robe / Jupe 8 ans	TRUE										2356-107916-S1510	0	shopify	1	deny	manual	7,5	7,5	TRUE	FALSE		IMG_00003231.jpg ; IMG_00003234.jpg	1	Robe / Jupe, 8 ans, Fille, Robe / Jupe 8 ans	FALSE	Jupe plissé ecoresponsable pour enfants	Doublée, taille élastique, plissée, cuivrée.												8 ans	Robe / Jupe	Fille	Zara	Hiver	Jupe plissé Zara Fille 8 ans	Noir et cuivre	100% polyester, doublure 97% viscose, 3% élasthanne	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		1,7	TRUE			TRUE			TRUE			draft
tee-shirt-manches-longues-tour-eiffel-107917	Tee-shirt manches longues Tour Eiffel	Sérigraphie, comme neuf!	Lili Gaufrette			Tee-shirt / Polo, 8 ans, Fille, Tee-shirt / Polo 8 ans	TRUE										2356-107917-S1510	0	shopify	1	deny	manual	8	8	TRUE	FALSE		IMG_00003228.jpg ; IMG_00003229.jpg	1	Tee-shirt / Polo, 8 ans, Fille, Tee-shirt / Polo 8 ans	FALSE	Tee-shirt manches longues Tour Eiffel d’occasion pour enfants	Sérigraphie, comme neuf!												8 ans	Tee-shirt / Polo	Fille	Lili Gaufrette	Hiver	Tee-shirt manches longues "Tour Eiffel" Lili Gaufrette Fille 8 ans	Rose	95% coton, 5% élasthanne	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		1,19	TRUE			TRUE			TRUE			draft
tee-shirt-manches-longues-a-smocks-107918	Tee-shirt manches longues à smocks	Boutonné dans le cou, smocks au plastron, larges manches, élastiques aux poignets.	Zara			Tee-shirt / Polo, 9 ans, Fille, Tee-shirt / Polo 9 ans	TRUE										2356-107918-S1510	0	shopify	1	deny	manual	4,5	4,5	TRUE	FALSE		IMG_00003224.jpg ; IMG_00003225.jpg	1	Tee-shirt / Polo, 9 ans, Fille, Tee-shirt / Polo 9 ans	FALSE	Tee-shirt manches longues à smocks d’occasion pour enfants	Boutonné dans le cou, smocks au plastron, larges manches, élastiques aux poignets.												9 ans	Tee-shirt / Polo	Fille	Zara	Hiver	Tee-shirt manches longues à smocks Zara Fille 9 ans	Blanc et noir	100% coton	9 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		0,31	TRUE			TRUE			TRUE			draft
jean-boyfriend-107919	Jean boyfriend	Taille haute élastique, fermeture éclair et crochet, 2 poches plaquées, genoux légèrement blanchis, coupe boyfriend.	IKKS			Pantalon / Salopette, 8 ans, Fille, Pantalon / Salopette 8 ans	TRUE										2356-107919-S1510	0	shopify	1	deny	manual	13	13	TRUE	FALSE		IMG_00003220.jpg ; IMG_00003221.jpg	1	Pantalon / Salopette, 8 ans, Fille, Pantalon / Salopette 8 ans	FALSE	Jean boyfriend durable pour enfants	Taille haute élastique, fermeture éclair et crochet, 2 poches plaquées, genoux légèrement blanchis, coupe boyfriend.												8 ans	Pantalon / Salopette	Fille	IKKS	Hiver	Jean boyfriend IKKS Fille 8 ans	Bleu	97% coton, 2% polyester, 1% élasthanne	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		3,5	TRUE			TRUE			TRUE			draft
pantalon-en-velours-fin-107920	Pantalon en velours fin	Taille élastique, fermeture éclair et pression, 2 poches, coupe boyfriend.	Petit Bateau			Pantalon / Salopette, 8 ans, Fille, Pantalon / Salopette 8 ans	TRUE										2356-107920-S1510	0	shopify	1	deny	manual	14,5	14,5	TRUE	FALSE		IMG_00003217.jpg ; IMG_00003218.jpg	1	Pantalon / Salopette, 8 ans, Fille, Pantalon / Salopette 8 ans	FALSE	Pantalon en velours fin de seconde main pour enfants	Taille élastique, fermeture éclair et pression, 2 poches, coupe boyfriend.												8 ans	Pantalon / Salopette	Fille	Petit Bateau	Hiver	Pantalon en velours fin Petit Bateau Fille 8 ans	Marron	98% coton, 2% élasthanne	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		3,5	TRUE			TRUE			TRUE			draft
doudoune-sans-manches-107921	Doudoune sans manches	Zippé, interieur sherpa, 2 poches, capuche amovible manquante.	Sergent Major			Manteau / Veste / Pilote, 7 ans, Fille, Manteau / Veste / Pilote 7 ans	TRUE										1941-107921-S1510	0	shopify	1	deny	manual	9,5	9,5	TRUE	FALSE		IMG_00003214.jpg ; IMG_00003216.jpg	1	Manteau / Veste / Pilote, 7 ans, Fille, Manteau / Veste / Pilote 7 ans	FALSE	Doudoune sans manches de seconde main pour enfants	Zippé, interieur sherpa, 2 poches, capuche amovible manquante.												7 ans	Manteau / Veste / Pilote	Fille	Sergent Major	Hiver	Doudoune sans manches Sergent Major Fille 7 ans	Bleu marine, corail et vert	100% polyester	7 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		2,5	TRUE			TRUE			TRUE			draft
combishort-en-velours-107922	Combishort en velours	Col plat, fermé par pressions devant, braguette avec fermeture éclair, élastique à la taille, 4 poches, poignets fermés par pression, clous, écusson.	IKKS			Pantalon / Salopette, 8 ans, Fille, Pantalon / Salopette 8 ans	TRUE										1941-107922-S1510	0	shopify	1	deny	manual	16	16	TRUE	FALSE		IMG_00003209.jpg ; IMG_00003213.jpg ; IMG_00003210.jpg	1	Pantalon / Salopette, 8 ans, Fille, Pantalon / Salopette 8 ans	FALSE	Combishort en velours d’occasion pour enfants	Col plat, fermé par pressions devant, braguette avec fermeture éclair, élastique à la taille, 4 poches, poignets fermés par pression, clous, écusson.												8 ans	Pantalon / Salopette	Fille	IKKS	Hiver	Combishort en velours IKKS Fille 8 ans	Rose	99% coton, 1% élasthanne	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		4,2	TRUE			TRUE			TRUE			draft
surchemise-en-velours-107923	Surchemise en velours	Col plat, boutonnée, 2 poches en L, poignets boutonnés, effrangée au bas.	Zara			Chemisier / Blouse, 7 ans, Fille, Chemisier / Blouse 7 ans	TRUE										1941-107923-S1510	0	shopify	1	deny	manual	8	8	TRUE	FALSE		IMG_00003188.jpg ; IMG_00003190.jpg	1	Chemisier / Blouse, 7 ans, Fille, Chemisier / Blouse 7 ans	FALSE	Surchemise en velours de seconde main pour enfants	Col plat, boutonnée, 2 poches en L, poignets boutonnés, effrangée au bas.												7 ans	Chemisier / Blouse	Fille	Zara	Hiver	Surchemise en velours Zara Fille 7 ans	Rose	100% coton	7 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		0,94	TRUE			TRUE			TRUE			draft
pantalon-de-jogging-107924	Pantalon de jogging	Taille et chevilles élastiques, 2 poches.	Zara			Vêtements de sport, 9 ans, Fille, Vêtements de sport 9 ans	TRUE										2358-107924-S1510	0	shopify	1	deny	manual	6,5	6,5	TRUE	FALSE		IMG_00003185.jpg ; IMG_00003187.jpg	1	Vêtements de sport, 9 ans, Fille, Vêtements de sport 9 ans	FALSE	Pantalon de jogging d’occasion pour enfants	Taille et chevilles élastiques, 2 poches.												9 ans	Vêtements de sport	Fille	Zara	Hiver	Pantalon de jogging Zara Fille 9 ans	Noir	62% coton, 38% polyester	9 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		0,83	TRUE			TRUE			TRUE			draft
gilet-cœurs-107925	Gilet Cœurs	Fermé par pressions masquées, boutonnière dorée, poignets et taille resserrés, 2 poches avec intérieur doré, broderie.	Catimini			Pull / Gilet / Sweat, 8 ans, Fille, Pull / Gilet / Sweat 8 ans	TRUE										2358-107925-S1510	0	shopify	1	deny	manual	14,5	14,5	TRUE	FALSE		IMG_00003182.jpg ; IMG_00003184.jpg	1	Pull / Gilet / Sweat, 8 ans, Fille, Pull / Gilet / Sweat 8 ans	FALSE	Gilet Cœurs de seconde main pour enfants	Fermé par pressions masquées, boutonnière dorée, poignets et taille resserrés, 2 poches avec intérieur doré, broderie.												8 ans	Pull / Gilet / Sweat	Fille	Catimini	Hiver	Gilet "Cœurs" Catimini Fille 8 ans	Noir, or et rose	69% coton, 20% acrylique, 11% polyester	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		4,2	TRUE			TRUE			TRUE			draft
jean-skinny-107926	Jean skinny	Taille ajustable, fermeture éclair et bouton, 2 poches, coupe skinny, genoux légèrement blanchis.	Zara			Pantalon / Salopette, 9 ans, Fille, Pantalon / Salopette 9 ans	TRUE										2358-107926-S1510	0	shopify	1	deny	manual	6,5	6,5	TRUE	FALSE		IMG_00003179.jpg ; IMG_00003180.jpg	1	Pantalon / Salopette, 9 ans, Fille, Pantalon / Salopette 9 ans	FALSE	Jean skinny de seconde main pour enfants	Taille ajustable, fermeture éclair et bouton, 2 poches, coupe skinny, genoux légèrement blanchis.												9 ans	Pantalon / Salopette	Fille	Zara	Hiver	Jean skinny Zara Fille 9 ans	Bleu foncé	70% coton, 25% polyester, 3% viscose, 2% élasthanne	9 ans	Bon Etat	Chaque vêtement de seconde main est sélectionné avec soin								kg		0,83	TRUE			TRUE			TRUE			draft
short-en-velours-ras-107927	Short en velours ras	Taille ajustable, fermeture éclair et crochet masqués sur le côté, 2 poches, fausse ceinture argenté avec nœud décoratif.	Catimini			Short / Bermuda, 8 ans, Fille, Short / Bermuda 8 ans	TRUE										2358-107927-S1510	0	shopify	1	deny	manual	13	13	TRUE	FALSE		IMG_00003176.jpg ; IMG_00003178.jpg	1	Short / Bermuda, 8 ans, Fille, Short / Bermuda 8 ans	FALSE	Short en velours ras d’occasion pour enfants	Taille ajustable, fermeture éclair et crochet masqués sur le côté, 2 poches, fausse ceinture argenté avec nœud décoratif.												8 ans	Short / Bermuda	Fille	Catimini	Hiver	Short en velours ras Catimini Fille 8 ans	Noir et argent	98% coton, 2% élasthanne	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		3	TRUE			TRUE			TRUE			draft
sweat-a-pressions-107928	Sweat à pressions	Fermé par pressions, 2 poches, fausses poches poitrine, poignets fermés par pressions.	IKKS			Pull / Gilet / Sweat, 8 ans, Fille, Pull / Gilet / Sweat 8 ans	TRUE										2358-107928-S1510	0	shopify	1	deny	manual	14,5	14,5	TRUE	FALSE		IMG_00003174.jpg ; IMG_00003175.jpg	1	Pull / Gilet / Sweat, 8 ans, Fille, Pull / Gilet / Sweat 8 ans	FALSE	Sweat à pressions de seconde main pour enfants	Fermé par pressions, 2 poches, fausses poches poitrine, poignets fermés par pressions.												8 ans	Pull / Gilet / Sweat	Fille	IKKS	Hiver	Sweat à pressions IKKS Fille 8 ans	Argent	74% viscose, 16% métal, 10% coton	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		4,2	TRUE			TRUE			TRUE			draft
mariniere-petit-bateau-107929	Marinière Petit Bateau	Large encolure, logo en feutrine appliqué, coton lourd.	Petit Bateau			Tee-shirt / Polo, 8 ans, Fille, Tee-shirt / Polo 8 ans	TRUE										2358-107929-S1510	0	shopify	1	deny	manual	9,5	9,5	TRUE	FALSE		IMG_00003167.jpg ; IMG_00003169.jpg	1	Tee-shirt / Polo, 8 ans, Fille, Tee-shirt / Polo 8 ans	FALSE	Marinière Petit Bateau économique pour enfants	Large encolure, logo en feutrine appliqué, coton lourd.												8 ans	Tee-shirt / Polo	Fille	Petit Bateau	Hiver	Marinière "Petit Bateau" Petit Bateau Fille 8 ans	Ecru, beige et bordeaux	100% coton	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		1,19	TRUE			TRUE			TRUE			draft
pull-raye-107930	Pull rayé	Boutonné à l'épaule, poignets et taille resserrés, brillant.	IKKS			Pull / Gilet / Sweat, 8 ans, Fille, Pull / Gilet / Sweat 8 ans	TRUE										2358-107930-S1510	0	shopify	1	deny	manual	14,5	14,5	TRUE	FALSE		IMG_00003164.jpg ; IMG_00003166.jpg	1	Pull / Gilet / Sweat, 8 ans, Fille, Pull / Gilet / Sweat 8 ans	FALSE	Pull rayé d’occasion pour enfants	Boutonné à l'épaule, poignets et taille resserrés, brillant.												8 ans	Pull / Gilet / Sweat	Fille	IKKS	Hiver	Pull rayé IKKS Fille 8 ans	Bleu marine et argent	75% viscose, 15,9% polyester, 9,1% fibre métallique	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		4,2	TRUE			TRUE			TRUE			draft
tee-shirt-plisse-manches-longues-107931	Tee-shirt plissé manches longues	Boutonné dans le cou, plissé devant, écussons.	Catimini			Tee-shirt / Polo, 8 ans, Fille, Tee-shirt / Polo 8 ans	TRUE										2358-107931-S1510	0	shopify	1	deny	manual	9,5	9,5	TRUE	FALSE		IMG_00003161.jpg ; IMG_00003163.jpg	1	Tee-shirt / Polo, 8 ans, Fille, Tee-shirt / Polo 8 ans	FALSE	Tee-shirt plissé manches longues responsable pour efants	Boutonné dans le cou, plissé devant, écussons.												8 ans	Tee-shirt / Polo	Fille	Catimini	Hiver	Tee-shirt plissé manches longues Catimini Fille 8 ans	Fuchsia	51% modal, 49% coton	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		1,19	TRUE			TRUE			TRUE			draft
pull-fin-107932	Pull fin	Col montant volanté, poignets et bas doré, légèrement bouloché.	Tape à l'Œil			Pull / Gilet / Sweat, 8 ans, Fille, Pull / Gilet / Sweat 8 ans	TRUE										2358-107932-S1510	0	shopify	1	deny	manual	6,5	6,5	TRUE	FALSE		IMG_00003158.jpg ; IMG_00003160.jpg	1	Pull / Gilet / Sweat, 8 ans, Fille, Pull / Gilet / Sweat 8 ans	FALSE	Pull fin économique pour enfants	Col montant volanté, poignets et bas doré, légèrement bouloché.												8 ans	Pull / Gilet / Sweat	Fille	Tape à l'Œil	Hiver	Pull fin Tape à l'Œil Fille 8 ans	Ecru	80% coton, 20% polyamide	8 ans	Bon Etat	Chaque vêtement de seconde main est sélectionné avec soin								kg		0,83	TRUE			TRUE			TRUE			draft
sous-pull-107933	Sous-pull	Col montant, finement ajouré, écusson brodé, finitions surpiquées.	Tape à l'Œil			Tee-shirt / Polo, 8 ans, Fille, Tee-shirt / Polo 8 ans	TRUE										2358-107933-S1510	0	shopify	1	deny	manual	4,5	4,5	TRUE	FALSE		IMG_00003155.jpg ; IMG_00003157.jpg	1	Tee-shirt / Polo, 8 ans, Fille, Tee-shirt / Polo 8 ans	FALSE	Sous-pull d’occasion pour enfants	Col montant, finement ajouré, écusson brodé, finitions surpiquées.												8 ans	Tee-shirt / Polo	Fille	Tape à l'Œil	Hiver	Sous-pull Tape à l'Œil Fille 8 ans	Rouge	100% coton	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		0,31	TRUE			TRUE			TRUE			draft
gilet-sans-manches-107934	Gilet sans manches	Boutonné, sans manches, franges aux emmanchures, étoiles appliquées, très légèrement brillant.	IKKS			Pull / Gilet / Sweat, 6 ans, Fille, Pull / Gilet / Sweat 6 ans	TRUE										2358-107934-S1510	0	shopify	1	deny	manual	14,5	14,5	TRUE	FALSE		IMG_00003205.jpg ; IMG_00003208.jpg	1	Pull / Gilet / Sweat, 6 ans, Fille, Pull / Gilet / Sweat 6 ans	FALSE	Gilet sans manches ecoresponsable pour enfants	Boutonné, sans manches, franges aux emmanchures, étoiles appliquées, très légèrement brillant.												6 ans	Pull / Gilet / Sweat	Fille	IKKS	Hiver	Gilet sans manches IKKS Fille 6 ans	Noir	51% coton, 27% polyamide, 9% polyester, 9% laine, 4% fibres métalliques	6 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		4,2	TRUE			TRUE			TRUE			draft
gilet-zippe-brillant-107935	Gilet zippé brillant	Zippé, nœud décoratif légèrement abimé, 2 poches, brillant.	Catimini			Pull / Gilet / Sweat, 8 ans, Fille, Pull / Gilet / Sweat 8 ans	TRUE										2358-107935-S1510	0	shopify	1	deny	manual	14,5	14,5	TRUE	FALSE		IMG_00003201.jpg ; IMG_00003204.jpg	1	Pull / Gilet / Sweat, 8 ans, Fille, Pull / Gilet / Sweat 8 ans	FALSE	Gilet zippé brillant de seconde main pour enfants	Zippé, nœud décoratif légèrement abimé, 2 poches, brillant.												8 ans	Pull / Gilet / Sweat	Fille	Catimini	Hiver	Gilet zippé brillant Catimini Fille 8 ans	Bleu marine et argent	92% acrylique, 5% polyester, 3% métal	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		3,5	TRUE			TRUE			TRUE			draft
robe-manches-courtes-107936	Robe manches courtes	Fermeture éclair invisible dans le dos, nœud en tulle décoratif.	Catimini			Robe / Jupe, 8 ans, Fille, Robe / Jupe 8 ans	TRUE										2358-107936-S1510	0	shopify	1	deny	manual	16	16	TRUE	FALSE		IMG_00003198.jpg ; IMG_00003200.jpg	1	Robe / Jupe, 8 ans, Fille, Robe / Jupe 8 ans	FALSE	Robe manches courtes durable pour enfants	Fermeture éclair invisible dans le dos, nœud en tulle décoratif.												8 ans	Robe / Jupe	Fille	Catimini	Hiver	Robe manches courtes Catimini Fille 8 ans	Noir chiné	Non connue	8 ans	Impeccable	Chaque vêtement de seconde main est sélectionné avec soin								kg		4,2	TRUE			TRUE			TRUE			draft
